post_title,datetime,sentiment_scores,sentiment,topic,new_post_content
Home affairs under Peter Dutton was warned ‘failing’ immigration detention may have breached duty of care,2023-09-08T15:00:49Z,-0.1027,negative,immigration policy,home affairs peter dutton warned ‘failing’ immigration detention breached duty care
Australia’s use of hotels for immigration detention found to have ‘devastating’ health effects,2023-06-20T23:37:22Z,-0.3612,negative,migration policy,australia’s use hotels immigration detention ‘devastating’ health effects
Australia’s use of hotels for immigration detention found to have ‘devastating’ health effects,2023-06-20T23:37:22Z,-0.3612,negative,immigration policy,australia’s use hotels immigration detention ‘devastating’ health effects
"House prices will keep rising into next year, says Domain, as immigration boosts demand",2023-06-21T15:00:42Z,0.2023,neutral,economy,"house prices rising year, says domain, immigration boosts demand"
"House prices will keep rising into next year, says Domain, as immigration boosts demand",2023-06-21T15:00:42Z,0.2023,neutral,economy,"house prices rising year, says domain, immigration boosts demand"
"Change in visa rules was to apply in absence of ‘serious offending or family violence’, Andrew Giles was told",2024-05-27T15:00:28Z,-0.5106,negative,visa policy,"change visa rules apply absence ‘serious offending family violence’, andrew giles told"
"Change in visa rules was to apply in absence of ‘serious offending or family violence’, Andrew Giles was told",2024-05-27T15:00:28Z,-0.5106,negative,key individuals,"change visa rules apply absence ‘serious offending family violence’, andrew giles told"
How immigration changed Australia – an interactive journey through history,2023-01-29T14:00:53Z,0.0,neutral,community events,immigration changed australia – interactive journey history
Aneeta’s violent husband tried to sabotage her Australian visa application. She’s one of hundreds to secure one anyway,2024-07-07T00:00:51Z,-0.7096,negative,key individuals,aneeta’s violent husband tried sabotage australian visa application. she’s hundreds secure
Aneeta’s violent husband tried to sabotage her Australian visa application. She’s one of hundreds to secure one anyway,2024-07-07T00:00:51Z,-0.7096,negative,visa application,aneeta’s violent husband tried sabotage australian visa application. she’s hundreds secure
Neo-Nazis clash with police and counter-protesters at anti-immigration rally in Melbourne,2023-05-13T06:22:35Z,0.0,neutral,controversies,neo-nazis clash police counter-protesters anti-immigration rally melbourne
Neo-Nazis clash with police and counter-protesters at anti-immigration rally in Melbourne,2023-05-13T06:22:35Z,0.0,neutral,community events,neo-nazis clash police counter-protesters anti-immigration rally melbourne
Neo-Nazis clash with police and counter-protesters at anti-immigration rally in Melbourne,2023-05-13T06:22:35Z,0.0,neutral,community events,neo-nazis clash police counter-protesters anti-immigration rally melbourne
New Zealanders to gain faster pathway to Australian citizenship under major changes to immigration rules,2023-04-21T12:30:40Z,0.5267,neutral,new zealanders,new zealanders gain faster pathway australian citizenship major changes immigration rules
New Zealanders to gain faster pathway to Australian citizenship under major changes to immigration rules,2023-04-21T12:30:40Z,0.5267,neutral,citizenship,new zealanders gain faster pathway australian citizenship major changes immigration rules
New Zealanders to gain faster pathway to Australian citizenship under major changes to immigration rules,2023-04-21T12:30:40Z,0.5267,neutral,migration policy,new zealanders gain faster pathway australian citizenship major changes immigration rules
New Zealanders to gain faster pathway to Australian citizenship under major changes to immigration rules,2023-04-21T12:30:40Z,0.5267,neutral,migration policy,new zealanders gain faster pathway australian citizenship major changes immigration rules
Strict new rules come into force at US-Mexico border as Title 42 immigration ban expires,2023-05-12T04:18:57Z,-0.5574,negative,new rules,strict new rules come force us-mexico border title 42 immigration ban expires
Strict new rules come into force at US-Mexico border as Title 42 immigration ban expires,2023-05-12T04:18:57Z,-0.5574,negative,international relations,strict new rules come force us-mexico border title 42 immigration ban expires
Strict new rules come into force at US-Mexico border as Title 42 immigration ban expires,2023-05-12T04:18:57Z,-0.5574,negative,migration policy,strict new rules come force us-mexico border title 42 immigration ban expires
Top public servant apologises for ‘significant’ error in Australia’s offshore immigration processing,2023-02-13T08:11:03Z,-0.0258,negative,government policy,public servant apologises ‘significant’ error australia’s offshore immigration processing
Top public servant apologises for ‘significant’ error in Australia’s offshore immigration processing,2023-02-13T08:11:03Z,-0.0258,negative,controversies,public servant apologises ‘significant’ error australia’s offshore immigration processing
Top public servant apologises for ‘significant’ error in Australia’s offshore immigration processing,2023-02-13T08:11:03Z,-0.0258,negative,migration policy,public servant apologises ‘significant’ error australia’s offshore immigration processing
Clare O’Neil won’t rule out international student cap as part of visa crackdown,2023-12-11T05:47:12Z,0.0,neutral,key individuals,clare o’neil won’t rule international student cap visa crackdown
Clare O’Neil won’t rule out international student cap as part of visa crackdown,2023-12-11T05:47:12Z,0.0,neutral,education,clare o’neil won’t rule international student cap visa crackdown
Clare O’Neil won’t rule out international student cap as part of visa crackdown,2023-12-11T05:47:12Z,0.0,neutral,visa policy,clare o’neil won’t rule international student cap visa crackdown
David Pocock blasts Albanese government as it reauthorises Nauru offshore immigration detention,2023-02-07T07:44:44Z,-0.3612,negative,key individuals,david pocock blasts albanese government reauthorises nauru offshore immigration detention
David Pocock blasts Albanese government as it reauthorises Nauru offshore immigration detention,2023-02-07T07:44:44Z,-0.3612,negative,migration policy,david pocock blasts albanese government reauthorises nauru offshore immigration detention
"Why is Labor defending Alex Hawke’s ‘bizarre’, ‘steering wheel’ visa decision in the high court? | Paul Karp",2023-10-29T14:00:48Z,0.0,neutral,key individuals bizarre,"labor defending alex hawke’s ‘bizarre’, ‘steering wheel’ visa decision high court? paul karp"
"Why is Labor defending Alex Hawke’s ‘bizarre’, ‘steering wheel’ visa decision in the high court? | Paul Karp",2023-10-29T14:00:48Z,0.0,neutral,wheel visa policy,"labor defending alex hawke’s ‘bizarre’, ‘steering wheel’ visa decision high court? paul karp"
"Why is Labor defending Alex Hawke’s ‘bizarre’, ‘steering wheel’ visa decision in the high court? | Paul Karp",2023-10-29T14:00:48Z,0.0,neutral,key individuals,"labor defending alex hawke’s ‘bizarre’, ‘steering wheel’ visa decision high court? paul karp"
"Electronic monitoring in community could reduce immigration detention, document states",2022-11-21T14:00:23Z,-0.3612,negative,migration policy,"electronic monitoring community reduce immigration detention, document states"
"The Crunch: migration hits record high, bird flu takes flight and kicking goals with AFL mullets",2024-05-30T01:56:14Z,-0.3818,negative,migration policy,"crunch: migration hits record high, bird flu takes flight kicking goals afl mullets"
"The Crunch: migration hits record high, bird flu takes flight and kicking goals with AFL mullets",2024-05-30T01:56:14Z,-0.3818,negative,community events,"crunch: migration hits record high, bird flu takes flight kicking goals afl mullets"
Legal challenge to Australia’s indefinite immigration detention could determine freedom of hundreds ,2022-12-29T14:00:22Z,0.5423,negative,legal issues,legal challenge australia’s indefinite immigration detention determine freedom hundreds
Legal challenge to Australia’s indefinite immigration detention could determine freedom of hundreds ,2022-12-29T14:00:22Z,0.5423,negative,indefinite immigration policy,legal challenge australia’s indefinite immigration detention determine freedom hundreds
Labor condemned for ‘abhorrently cruel’ decision to put 100 people back in immigration detention,2023-02-08T14:00:20Z,-0.6597,negative,controversies,labor condemned ‘abhorrently cruel’ decision 100 people immigration detention
Labor condemned for ‘abhorrently cruel’ decision to put 100 people back in immigration detention,2023-02-08T14:00:20Z,-0.6597,negative,immigration policy,labor condemned ‘abhorrently cruel’ decision 100 people immigration detention
Surge in Palestinians applying for protection while in Australia prompts calls to create ‘emergency uplift’ visa,2024-07-01T15:00:22Z,0.2732,neutral,migration policy,surge palestinians applying protection australia prompts calls create ‘emergency uplift’ visa
Surge in Palestinians applying for protection while in Australia prompts calls to create ‘emergency uplift’ visa,2024-07-01T15:00:22Z,0.2732,neutral,visa policy,surge palestinians applying protection australia prompts calls create ‘emergency uplift’ visa
"Immigration detainee not given new food because maggots ‘just on the vegetables’, report finds",2023-01-23T14:00:08Z,0.0,neutral,immigration detainee,"immigration detainee given new food maggots ‘just vegetables’, report finds"
"Immigration detainee not given new food because maggots ‘just on the vegetables’, report finds",2023-01-23T14:00:08Z,0.0,neutral,community events,"immigration detainee given new food maggots ‘just vegetables’, report finds"
"Migration rose by one-third last year to lift Australia’s population by a record 659,000",2024-03-21T06:36:29Z,0.0,neutral,migration policy,"migration rose one-third year lift australia’s population record 659,000"
Labor’s deportation bill could be used to blacklist entire countries’ citizens from obtaining visas to Australia,2024-03-27T14:00:27Z,0.0,neutral,migration policy,labor’s deportation used blacklist entire countries’ citizens obtaining visas australia
Labor’s deportation bill could be used to blacklist entire countries’ citizens from obtaining visas to Australia,2024-03-27T14:00:27Z,0.0,neutral,migration policy,labor’s deportation used blacklist entire countries’ citizens obtaining visas australia
Refugee charged with breaching curfew launches high court challenge to released detainees’ visa conditions,2024-02-28T04:33:23Z,-0.128,negative,detention policy,refugee charged breaching curfew launches high court challenge released detainees’ visa conditions
Refugee charged with breaching curfew launches high court challenge to released detainees’ visa conditions,2024-02-28T04:33:23Z,-0.128,negative,court challenge,refugee charged breaching curfew launches high court challenge released detainees’ visa conditions
Refugee charged with breaching curfew launches high court challenge to released detainees’ visa conditions,2024-02-28T04:33:23Z,-0.128,negative,detention policy,refugee charged breaching curfew launches high court challenge released detainees’ visa conditions
Living in a tent: the Melbourne family left homeless after a visa processing bungle,2024-06-01T20:00:14Z,0.0,neutral,key individuals,living tent: melbourne family left homeless visa processing bungle
Living in a tent: the Melbourne family left homeless after a visa processing bungle,2024-06-01T20:00:14Z,0.0,neutral,visa policy,living tent: melbourne family left homeless visa processing bungle
‘All I know is Australia’: Indigenous man left in immigration detention for more than three years,2023-02-18T19:00:04Z,-0.3612,negative,key individuals,‘all know australia’: indigenous man left immigration detention years
‘All I know is Australia’: Indigenous man left in immigration detention for more than three years,2023-02-18T19:00:04Z,-0.3612,negative,immigration policy,‘all know australia’: indigenous man left immigration detention years
Up to 100 people released from immigration detention after Australian government loses court case,2022-12-28T14:00:53Z,-0.5859,negative,immigration policy,100 people released immigration detention australian government loses court case
Up to 100 people released from immigration detention after Australian government loses court case,2022-12-28T14:00:53Z,-0.5859,negative,australian government,100 people released immigration detention australian government loses court case
Up to 100 people released from immigration detention after Australian government loses court case,2022-12-28T14:00:53Z,-0.5859,negative,legal issues,100 people released immigration detention australian government loses court case
Labor reverses course on ministerial ruling that saw criminals given visas,2024-05-29T06:31:53Z,-0.5719,negative,government policy,labor reverses course ministerial ruling saw criminals given visas
Labor reverses course on ministerial ruling that saw criminals given visas,2024-05-29T06:31:53Z,-0.5719,negative,government policy,labor reverses course ministerial ruling saw criminals given visas
"Map reveals Australian hotels used for immigration detention, but secrecy means it’s incomplete",2022-12-01T14:00:49Z,-0.1901,negative,migration policy,"map reveals australian hotels used immigration detention, secrecy means it’s incomplete"
"Map reveals Australian hotels used for immigration detention, but secrecy means it’s incomplete",2022-12-01T14:00:49Z,-0.1901,negative,immigration policy,"map reveals australian hotels used immigration detention, secrecy means it’s incomplete"
‘Never given a chance’: freed asylum seekers lament lost decade in immigration detention,2022-11-20T14:00:28Z,-0.6249,negative,asylum policy,‘never given chance’: freed asylum seekers lament lost decade immigration detention
‘Never given a chance’: freed asylum seekers lament lost decade in immigration detention,2022-11-20T14:00:28Z,-0.6249,negative,immigration policy,‘never given chance’: freed asylum seekers lament lost decade immigration detention
"Australia loves prisons! Just ask the 1,400 people locked up in immigration detention | First Dog on the Moon",2022-10-24T06:13:20Z,0.3595,negative,immigration policy,"australia loves prisons! just ask 1,400 people locked immigration detention dog moon"
Palestinians were refused Australian visitor visas due to concerns they would not ‘stay temporarily’,2024-04-16T02:18:05Z,-0.296,negative,visitovisa application,palestinians refused australian visitor visas concerns ‘stay temporarily’
Peter Dutton talks a big game on migration – but do his budget reply promises stack up?,2024-05-17T04:59:53Z,0.5267,neutral,key individuals,peter dutton talks big game migration – budget reply promises stack up?
Peter Dutton talks a big game on migration – but do his budget reply promises stack up?,2024-05-17T04:59:53Z,0.5267,neutral,community events,peter dutton talks big game migration – budget reply promises stack up?
Peter Dutton talks a big game on migration – but do his budget reply promises stack up?,2024-05-17T04:59:53Z,0.5267,neutral,government policy,peter dutton talks big game migration – budget reply promises stack up?
Afternoon Update: Australia to get a poet laureate; US police allegedly beat homeless man; and a smart immigration interactive,2023-01-30T05:26:36Z,0.4019,neutral,news,afternoon update: australia poet laureate; police allegedly beat homeless man; smart immigration interactive
Afternoon Update: Australia to get a poet laureate; US police allegedly beat homeless man; and a smart immigration interactive,2023-01-30T05:26:36Z,0.4019,neutral,key events,afternoon update: australia poet laureate; police allegedly beat homeless man; smart immigration interactive
Afternoon Update: Australia to get a poet laureate; US police allegedly beat homeless man; and a smart immigration interactive,2023-01-30T05:26:36Z,0.4019,neutral,social policy,afternoon update: australia poet laureate; police allegedly beat homeless man; smart immigration interactive
Afternoon Update: Australia to get a poet laureate; US police allegedly beat homeless man; and a smart immigration interactive,2023-01-30T05:26:36Z,0.4019,neutral,migration policy,afternoon update: australia poet laureate; police allegedly beat homeless man; smart immigration interactive
Hiking international student visa fees is on the table – but could it also pay your rent? | Paul Karp,2024-04-07T15:00:06Z,-0.1531,negative,international education fees,hiking international student visa fees table – pay rent? paul karp
Hiking international student visa fees is on the table – but could it also pay your rent? | Paul Karp,2024-04-07T15:00:06Z,-0.1531,negative,economy,hiking international student visa fees table – pay rent? paul karp
Refugee advocates ‘encouraged’ as Albanese government considers ways to reduce immigration detention backlog,2022-09-24T20:00:14Z,-0.3612,negative,refugee advocates,refugee advocates ‘encouraged’ albanese government considers ways reduce immigration detention backlog
Refugee advocates ‘encouraged’ as Albanese government considers ways to reduce immigration detention backlog,2022-09-24T20:00:14Z,-0.3612,negative,government policy,refugee advocates ‘encouraged’ albanese government considers ways reduce immigration detention backlog
Refugee advocates ‘encouraged’ as Albanese government considers ways to reduce immigration detention backlog,2022-09-24T20:00:14Z,-0.3612,negative,migration policy,refugee advocates ‘encouraged’ albanese government considers ways reduce immigration detention backlog
‘They will never be granted the visa in their lifetime’: the families waiting decades to settle parents in Australia,2023-07-30T15:00:11Z,-0.1877,negative,,‘they granted visa lifetime’: families waiting decades settle parents australia
"High court may hear ‘bizarre’ immigration case involving Alex Hawke, a former marine and a steering wheel photo",2022-12-21T14:00:08Z,0.0,neutral,high court,"high court hear ‘bizarre’ immigration case involving alex hawke, marine steering wheel photo"
"High court may hear ‘bizarre’ immigration case involving Alex Hawke, a former marine and a steering wheel photo",2022-12-21T14:00:08Z,0.0,neutral,controversies,"high court hear ‘bizarre’ immigration case involving alex hawke, marine steering wheel photo"
"High court may hear ‘bizarre’ immigration case involving Alex Hawke, a former marine and a steering wheel photo",2022-12-21T14:00:08Z,0.0,neutral,key individuals,"high court hear ‘bizarre’ immigration case involving alex hawke, marine steering wheel photo"
"High court may hear ‘bizarre’ immigration case involving Alex Hawke, a former marine and a steering wheel photo",2022-12-21T14:00:08Z,0.0,neutral,community events,"high court hear ‘bizarre’ immigration case involving alex hawke, marine steering wheel photo"
Greens accuse Labor and Coalition of ‘race to the bottom’ over migration bill – as it happened,2023-12-05T07:04:49Z,-0.2023,negative,migration policy,greens accuse labor coalition ‘race bottom’ migration – happened
The migration strategy won’t silence Dutton but Labor is backing away from the feared Big Australia | Paul Karp,2023-12-10T14:00:53Z,-0.631,negative,migration policy,migration strategy won’t silence dutton labor backing away feared big australia paul karp
The migration strategy won’t silence Dutton but Labor is backing away from the feared Big Australia | Paul Karp,2023-12-10T14:00:53Z,-0.631,negative,key individuals,migration strategy won’t silence dutton labor backing away feared big australia paul karp
The migration strategy won’t silence Dutton but Labor is backing away from the feared Big Australia | Paul Karp,2023-12-10T14:00:53Z,-0.631,negative,economy,migration strategy won’t silence dutton labor backing away feared big australia paul karp
"Morning Mail: Morrison secret ministry ‘voids visa ruling’, high-speed rail abandoned, Lyon roars in India ",2023-03-02T19:56:03Z,-0.4588,negative,government policy,"morning mail: morrison secret ministry ‘voids visa ruling’, high-speed rail abandoned, lyon roars india"
"Morning Mail: Morrison secret ministry ‘voids visa ruling’, high-speed rail abandoned, Lyon roars in India ",2023-03-02T19:56:03Z,-0.4588,negative,community events,"morning mail: morrison secret ministry ‘voids visa ruling’, high-speed rail abandoned, lyon roars india"
"Australian-born judge released from immigration detention in Kiribati, after being held overnight",2022-08-12T08:28:32Z,-0.3612,negative,immigration policy,"australian-born judge released immigration detention kiribati, held overnight"
PM questions migration attacks – as it happened,2023-05-15T08:40:03Z,-0.4404,negative,migration policy,pm questions migration attacks – happened
Visa system to be target of Labor crackdown after review uncovers ‘grotesque abuses’ ,2023-10-04T03:10:59Z,0.0,neutral,visa processing,visa target labor crackdown review uncovers ‘grotesque abuses’
Visa system to be target of Labor crackdown after review uncovers ‘grotesque abuses’ ,2023-10-04T03:10:59Z,0.0,neutral,government policy,visa target labor crackdown review uncovers ‘grotesque abuses’
Visa system to be target of Labor crackdown after review uncovers ‘grotesque abuses’ ,2023-10-04T03:10:59Z,0.0,neutral,migration policy,visa target labor crackdown review uncovers ‘grotesque abuses’
Immigration minister says Nadesalingam family can stay in Biloela ‘with certainty’,2022-06-15T17:30:38Z,0.0,neutral,immigration policy,immigration minister says nadesalingam family stay biloela ‘with certainty’
Immigration minister says Nadesalingam family can stay in Biloela ‘with certainty’,2022-06-15T17:30:38Z,0.0,neutral,key individuals,immigration minister says nadesalingam family stay biloela ‘with certainty’
"Australia on track for 2023 migration boom as arrivals dwarf Treasury forecasts, ex-official says",2023-01-13T03:10:33Z,0.2023,neutral,migration policy,"australia track 2023 migration boom arrivals dwarf treasury forecasts, ex-official says"
"Australia on track for 2023 migration boom as arrivals dwarf Treasury forecasts, ex-official says",2023-01-13T03:10:33Z,0.2023,neutral,migration policy,"australia track 2023 migration boom arrivals dwarf treasury forecasts, ex-official says"
"Only a matter of time before someone is killed in Australian immigration detention, detainees say",2022-09-03T20:00:27Z,-0.7845,negative,detention policy,"matter time killed australian immigration detention, detainees say"
"Labor hikes international student visa fees as sector warns of ‘death by 1,000 cuts’",2024-07-01T03:03:21Z,-0.1027,negative,government policy,"labor hikes international student visa fees sector warns ‘death 1,000 cuts’"
"Labor hikes international student visa fees as sector warns of ‘death by 1,000 cuts’",2024-07-01T03:03:21Z,-0.1027,negative,international education fees,"labor hikes international student visa fees sector warns ‘death 1,000 cuts’"
"Labor hikes international student visa fees as sector warns of ‘death by 1,000 cuts’",2024-07-01T03:03:21Z,-0.1027,negative,economy,"labor hikes international student visa fees sector warns ‘death 1,000 cuts’"
"‘No end to this’: six visas, six migration agents, four jobs in regional Australia and still no permanent residency",2023-04-02T15:00:24Z,-0.296,negative,migration policy,"‘no end this’: visas, migration agents, jobs regional australia permanent residency"
"‘No end to this’: six visas, six migration agents, four jobs in regional Australia and still no permanent residency",2023-04-02T15:00:24Z,-0.296,negative,regional visa,"‘no end this’: visas, migration agents, jobs regional australia permanent residency"
"‘No end to this’: six visas, six migration agents, four jobs in regional Australia and still no permanent residency",2023-04-02T15:00:24Z,-0.296,negative,permanent residency,"‘no end this’: visas, migration agents, jobs regional australia permanent residency"
"The Nadesalingams are back in Biloela, but Australia’s unjust immigration system endures | Ben Doherty",2022-06-10T20:00:12Z,-0.6652,negative,controversies,"nadesalingams biloela, australia’s unjust immigration endures ben doherty"
"Australia holding immigration detainees for average of almost two years, freedom of information request reveals",2022-08-01T10:37:11Z,0.6041,neutral,immigration detainees,"australia holding immigration detainees average years, freedom information request reveals"
"Australia holding immigration detainees for average of almost two years, freedom of information request reveals",2022-08-01T10:37:11Z,0.6041,neutral,key events,"australia holding immigration detainees average years, freedom information request reveals"
"Australia holding immigration detainees for average of almost two years, freedom of information request reveals",2022-08-01T10:37:11Z,0.6041,neutral,news,"australia holding immigration detainees average years, freedom information request reveals"
Visitors to Australia could now lose their visa if they hide plant or animal products in luggage,2023-11-01T14:00:12Z,-0.5267,negative,customs,visitors australia lose visa hide plant animal products luggage
Visitors to Australia could now lose their visa if they hide plant or animal products in luggage,2023-11-01T14:00:12Z,-0.5267,negative,customs,visitors australia lose visa hide plant animal products luggage
Immigration detainees transferred from Melbourne to Christmas Island amid heated protests,2022-05-04T07:15:08Z,-0.2263,negative,immigration detainees,immigration detainees transferred melbourne christmas island amid heated protests
Immigration detainees transferred from Melbourne to Christmas Island amid heated protests,2022-05-04T07:15:08Z,-0.2263,negative,detention policy,immigration detainees transferred melbourne christmas island amid heated protests
Angus Taylor at odds with Dutton on migration targets in ‘shambolic’ post-budget appearance,2024-05-22T06:06:51Z,0.0,neutral,key individuals,angus taylor odds dutton migration targets ‘shambolic’ post-budget appearance
Angus Taylor at odds with Dutton on migration targets in ‘shambolic’ post-budget appearance,2024-05-22T06:06:51Z,0.0,neutral,migration policy,angus taylor odds dutton migration targets ‘shambolic’ post-budget appearance
Angus Taylor at odds with Dutton on migration targets in ‘shambolic’ post-budget appearance,2024-05-22T06:06:51Z,0.0,neutral,government policy,angus taylor odds dutton migration targets ‘shambolic’ post-budget appearance
State Labor MPs call on Albanese government to expand visa access for Palestinian refugees,2024-04-16T21:00:01Z,0.3182,neutral,government policy,state labor mps albanese government expand visa access palestinian refugees
State Labor MPs call on Albanese government to expand visa access for Palestinian refugees,2024-04-16T21:00:01Z,0.3182,neutral,albanese government,state labor mps albanese government expand visa access palestinian refugees
State Labor MPs call on Albanese government to expand visa access for Palestinian refugees,2024-04-16T21:00:01Z,0.3182,neutral,visa-related,state labor mps albanese government expand visa access palestinian refugees
State Labor MPs call on Albanese government to expand visa access for Palestinian refugees,2024-04-16T21:00:01Z,0.3182,neutral,refugee visa,state labor mps albanese government expand visa access palestinian refugees
"When it comes to migration, we must separate fact from fiction – and be sceptical of political tough talk | Alan Gamlen",2024-05-20T02:55:50Z,-0.4019,negative,controversies,"comes migration, separate fact fiction – sceptical political tough talk alan gamlen"
"When it comes to migration, we must separate fact from fiction – and be sceptical of political tough talk | Alan Gamlen",2024-05-20T02:55:50Z,-0.4019,negative,key events,"comes migration, separate fact fiction – sceptical political tough talk alan gamlen"
Alexander Downer features in UK video promoting Britain’s ‘new plan for immigration’,2022-04-18T10:56:39Z,0.3612,neutral,key individuals,alexander downer features uk video promoting britain’s ‘new plan immigration’
Alexander Downer features in UK video promoting Britain’s ‘new plan for immigration’,2022-04-18T10:56:39Z,0.3612,neutral,international relations,alexander downer features uk video promoting britain’s ‘new plan immigration’
Alexander Downer features in UK video promoting Britain’s ‘new plan for immigration’,2022-04-18T10:56:39Z,0.3612,neutral,government policy,alexander downer features uk video promoting britain’s ‘new plan immigration’
Never mind the bollocks: Albanese’s non-gaffe on immigration was just media hysteria | Katharine Murphy,2022-04-15T01:58:16Z,-0.4404,negative,government policy,mind bollocks: albanese’s non-gaffe immigration just media hysteria katharine murphy
Never mind the bollocks: Albanese’s non-gaffe on immigration was just media hysteria | Katharine Murphy,2022-04-15T01:58:16Z,-0.4404,negative,controversies,mind bollocks: albanese’s non-gaffe immigration just media hysteria katharine murphy
"Morning Mail: Labor reveals visa fix, politics at the Arias, India through to World Cup final",2023-11-15T20:02:33Z,0.0,neutral,government policy,"morning mail: labor reveals visa fix, politics arias, india world cup final"
"Morning Mail: Labor reveals visa fix, politics at the Arias, India through to World Cup final",2023-11-15T20:02:33Z,0.0,neutral,key individuals,"morning mail: labor reveals visa fix, politics arias, india world cup final"
"Morning Mail: Labor reveals visa fix, politics at the Arias, India through to World Cup final",2023-11-15T20:02:33Z,0.0,neutral,world cup,"morning mail: labor reveals visa fix, politics arias, india world cup final"
"Hong Kong withholds British lawyer’s visa, delaying Jimmy Lai trial",2022-12-01T06:19:14Z,0.0,neutral,international relations,"hong kong withholds british lawyer’s visa, delaying jimmy lai trial"
"Hong Kong withholds British lawyer’s visa, delaying Jimmy Lai trial",2022-12-01T06:19:14Z,0.0,neutral,key individuals,"hong kong withholds british lawyer’s visa, delaying jimmy lai trial"
Iranian refugee Mehdi Ali released after nine years in Australian immigration detention,2022-03-03T21:10:58Z,-0.3612,negative,key individuals,iranian refugee mehdi ali released years australian immigration detention
Iranian refugee Mehdi Ali released after nine years in Australian immigration detention,2022-03-03T21:10:58Z,-0.3612,negative,australian immigration policy,iranian refugee mehdi ali released years australian immigration detention
"Three years after beating deportation, Indigenous Australians freed from visa limbo",2023-01-29T14:00:53Z,-0.0772,negative,controversies,"years beating deportation, indigenous australians freed visa limbo"
"Three years after beating deportation, Indigenous Australians freed from visa limbo",2023-01-29T14:00:53Z,-0.0772,negative,visa limbo,"years beating deportation, indigenous australians freed visa limbo"
"Villawood, Australia’s largest immigration detention centre, said to be ‘awash with drugs’",2022-02-20T16:30:08Z,-0.3612,negative,detention policy,"villawood, australia’s largest immigration detention centre, said ‘awash drugs’"
"Villawood, Australia’s largest immigration detention centre, said to be ‘awash with drugs’",2022-02-20T16:30:08Z,-0.3612,negative,government policy,"villawood, australia’s largest immigration detention centre, said ‘awash drugs’"
"Australia raises permanent migration cap to 195,000 to ease workforce shortages",2022-09-02T01:13:09Z,0.2263,negative,government policy,"australia raises permanent migration cap 195,000 ease workforce shortages"
"Australia raises permanent migration cap to 195,000 to ease workforce shortages",2022-09-02T01:13:09Z,0.2263,negative,permanent residency,"australia raises permanent migration cap 195,000 ease workforce shortages"
"Australia raises permanent migration cap to 195,000 to ease workforce shortages",2022-09-02T01:13:09Z,0.2263,negative,employment,"australia raises permanent migration cap 195,000 ease workforce shortages"
New Zealand loses appeal to rich foreigners as investor visa numbers plunge,2023-04-06T05:47:02Z,0.3182,negative,new zealand,new zealand loses appeal rich foreigners investor visa numbers plunge
New Zealand loses appeal to rich foreigners as investor visa numbers plunge,2023-04-06T05:47:02Z,0.3182,negative,investment visa,new zealand loses appeal rich foreigners investor visa numbers plunge
New Zealand loses appeal to rich foreigners as investor visa numbers plunge,2023-04-06T05:47:02Z,0.3182,negative,investment visa,new zealand loses appeal rich foreigners investor visa numbers plunge
Novak Djokovic to face immigration officials after Australian visa cancelled again,2022-01-14T12:35:49Z,-0.25,negative,key individuals,novak djokovic face immigration officials australian visa cancelled
Novak Djokovic to face immigration officials after Australian visa cancelled again,2022-01-14T12:35:49Z,-0.25,negative,immigration policy,novak djokovic face immigration officials australian visa cancelled
Novak Djokovic to face immigration officials after Australian visa cancelled again,2022-01-14T12:35:49Z,-0.25,negative,visa application,novak djokovic face immigration officials australian visa cancelled
"Migration has been blamed for the housing crisis, but it’s not that simple",2024-05-29T15:00:05Z,-0.5574,negative,,"migration blamed housing crisis, it’s simple"
"Thousands of Australian visa decisions may be affected by high court ruling, experts warn",2023-04-13T15:00:48Z,-0.25,negative,visa application,"thousands australian visa decisions affected high court ruling, experts warn"
"Thousands of Australian visa decisions may be affected by high court ruling, experts warn",2023-04-13T15:00:48Z,-0.25,negative,immigration policy,"thousands australian visa decisions affected high court ruling, experts warn"
"Asylum seekers, families allegedly threatened after Australian immigration data breach",2021-12-12T22:49:29Z,-0.4588,negative,asylum policy,"asylum seekers, families allegedly threatened australian immigration data breach"
"Asylum seekers, families allegedly threatened after Australian immigration data breach",2021-12-12T22:49:29Z,-0.4588,negative,controversies,"asylum seekers, families allegedly threatened australian immigration data breach"
"Australia holding people in immigration detention for record 689 days on average, report finds",2022-02-16T00:49:34Z,-0.3612,negative,immigration policy,"australia holding people immigration detention record 689 days average, report finds"
"Australia holding people in immigration detention for record 689 days on average, report finds",2022-02-16T00:49:34Z,-0.3612,negative,news,"australia holding people immigration detention record 689 days average, report finds"
"Morning Mail: Dutton’s visa call, $100bn fossil fuel tax proposed, Kremlin adds to most wanted list",2024-02-13T19:57:31Z,0.0,neutral,key individuals,"morning mail: dutton’s visa call, $100bn fossil fuel tax proposed, kremlin adds wanted list"
"Morning Mail: Dutton’s visa call, $100bn fossil fuel tax proposed, Kremlin adds to most wanted list",2024-02-13T19:57:31Z,0.0,neutral,economy,"morning mail: dutton’s visa call, $100bn fossil fuel tax proposed, kremlin adds wanted list"
"Morning Mail: Muslim leaders boycott state dinners, businessman visa case, Palmer claims anti-vaccine mandate ‘victory’",2024-02-27T19:57:06Z,-0.3182,negative,controversies,"morning mail: muslim leaders boycott state dinners, businessman visa case, palmer claims anti-vaccine mandate ‘victory’"
