post_title,datetime,sentiment_scores,sentiment,topic
"Morning mail: Afghan refugee visa limbo, Turnbull backs voice, Olivia Newton-John’s best",2022-08-14T21:00:42Z,0.6124,neutral,afghan refugee visa limbo turnbull backs voice olivia newton john
"Coalition to campaign on balancing housing construction and migration, says Andrew Bragg",2024-04-30T08:01:19Z,0.0,neutral,andrew bragg
Australian visa backlog keeping engineers out of country amid skills shortage,2022-06-09T17:30:37Z,-0.25,negative,"australian visa backlog, skills shortage"
Former Sri Lanka president Gotabaya Rajapaksa turns up in Thailand after Singapore visa expires,2022-08-11T23:19:07Z,0.0,neutral,"sri lanka president gotabaya rajapaksa, singapore visa"
From working holidaymakers to family reunion – five key changes to Australian migration,2023-04-27T02:31:40Z,0.0,neutral,"family reunion, key changes, australian migration"
Afghan nationals in Australia fear for loved ones in grim wait for split-family visas,2022-12-05T14:00:43Z,-0.4588,negative,"afghan nationals, family visas"
Man who had Australian visa cancelled challenges government’s ability to keep evidence secret,2022-06-07T08:47:16Z,0.1531,negative,"australian visa, government ability"
Australian teen strip-searched and held in US jail for 10 days after being denied common visa waiver,2022-09-04T17:30:04Z,-0.4404,negative,"australian teen strip, common visa waiver"
"Visa application backlog risks causing ‘human misery and economic carnage’ due to understaffing, says Labor MP",2022-07-20T17:30:26Z,-0.7003,negative,"visa application backlog risks, human misery, economic carnage, labor mp"
Labor defends agricultural visa scheme as farmers brace for minimum wage rise,2022-04-26T17:30:05Z,0.0,neutral,"agricultural visa scheme, farmers brace, minimum wage rise"
Monday briefing: Novak Djokovic in visa court victory,2022-01-10T06:33:25Z,0.0,neutral,"novak djokovic, visa court victory"
Murugappan family to return to Biloela on bridging visas,2022-05-27T05:36:07Z,0.0,neutral,murugappan family
Novak Djokovic leaves Australia after court upholds visa cancellation,2022-01-16T11:46:34Z,0.0,neutral,"novak djokovic leaves australia, court upholds visa cancellation"
"Australia’s ‘broken’ migration system leaves 1.8m workers ‘permanently temporary’, review finds",2023-04-26T15:00:05Z,0.0,neutral,"migration system leaves, 8m workers, temporary review"
Novak Djokovic: Australia sparks diplomatic row with visa cancellation,2022-01-06T02:35:01Z,0.0,neutral,"novak djokovic australia, diplomatic row, visa cancellation"
Labor would deport visa holders convicted of crimes but tweak rules to ease New Zealand tensions,2022-05-19T17:30:02Z,-0.0772,negative,"deport visa holders, tweak rules, new zealand tensions"
‘Got your visa?’: Victoria’s coastal enclave of Rye is holding fast to its barefoot roots,2022-04-23T20:00:03Z,0.0,neutral,"visa victoria coastal enclave, barefoot roots"
"Djokovic case exposes ‘dysfunctional and dangerous’ Australian visa rules, experts say",2022-01-17T03:45:08Z,-0.128,negative,"djokovic case exposes dysfunctional, dangerous australian visa rules experts"
Novak Djokovic wins appeal against decision to cancel his Australian visa,2022-01-10T06:44:26Z,0.4019,negative,"novak djokovic, australian visa"
Labor urged to improve work rights for people on bridging visas amid skilled migration push,2022-08-31T17:30:32Z,0.4404,neutral,"work rights, skilled migration"
Serbian president decries Novak Djokovic ‘harassment’ amid reaction to visa cancellation,2022-01-06T16:20:28Z,0.0,neutral,"serbian president decries novak djokovic harassment, visa cancellation"
International borders reopening: Australian visa holders make plans to reunite with loved ones,2022-02-08T16:30:28Z,0.5994,positive,australian visa holders
Albanese government to radically streamline migration with three-tiered system for skilled workers,2023-04-27T07:40:36Z,0.0,neutral,"albanese government, streamline migration, skilled workers"
Novak Djokovic awaits Australia visa ruling after lawyers debate his vaccination views,2022-01-16T04:40:34Z,0.0772,neutral,"novak djokovic awaits australia visa ruling, lawyers debate"
"Morrison government dragging out Djokovic visa saga ‘as a distraction’, Labor says",2022-01-14T06:21:44Z,0.0,neutral,"morrison government, djokovic visa saga, distraction labor"
Aged care staff locked out of Australia due to government’s bridging visa stance,2022-02-02T16:30:28Z,0.4939,neutral,"care staff, visa stance"
Labor helps Coalition pass its visa cancellation character test bill in the lower house,2022-02-16T04:15:54Z,0.1027,negative,"coalition pass, visa cancellation character test bill"
Underfire Tennis Australia boss Craig Tiley refuses to resign over Djokovic visa saga,2022-01-20T09:43:25Z,-0.34,negative,"underfire tennis australia boss craig tiley refuses, djokovic visa saga"
Locked-out New Zealanders outraged as visa scheme for rich foreigners resumes,2021-12-24T00:02:58Z,0.0258,negative,"new zealanders, visa scheme, rich foreigners resumes"
Dfat bungle delayed visas for former Afghan embassy employees at risk from Taliban,2022-07-01T20:00:25Z,-0.4588,negative,"dfat bungle, afghan embassy employees"
Novak Djokovic: Liberal MPs divided over whether Australian government should again cancel visa,2022-01-10T23:38:13Z,-0.25,negative,"novak djokovic, liberal mps, australian government"
Novak Djokovic to remain in detention during court challenge to Australian visa cancellation,2022-01-06T08:50:52Z,-0.296,negative,"novak djokovic, court challenge, australian visa cancellation"
Migration rebound slowed by Australians leaving the country since borders reopened,2022-08-21T17:30:15Z,0.0,neutral,
‘Profound anxiety’ for visa holders locked out of Australia despite border reopening,2021-12-08T16:30:47Z,0.0,neutral,"profound anxiety, visa holders"
Hong Kong denies visa to Economist journalist in latest media blow,2021-11-13T07:16:52Z,-0.4215,negative,"hong kong denies visa, economist journalist, media blow"
Novak Djokovic visa: Australian minister Alex Hawke says risk of ‘civil unrest’ behind cancellation,2022-01-15T04:38:43Z,-0.2732,negative,"novak djokovic visa australian minister alex hawke, civil unrest"
Novak Djokovic included in delayed Australian Open draw as wait on visa decision continues,2022-01-13T06:02:02Z,-0.2263,negative,"novak djokovic, visa decision"
"Refugee advocates want review of minister’s ‘godlike’ powers, as Djokovic waits on visa verdict",2022-01-13T00:48:52Z,0.2263,neutral,"refugee advocates, minister godlike powers, djokovic waits, visa verdict"
Craig Tiley privately praises staff for ‘unbelievable job’ as Djokovic visa saga drags on,2022-01-08T05:00:14Z,0.4019,neutral,"craig tiley, praises staff, unbelievable job, djokovic visa saga drags"
‘Every day I am fearful’: Afghans with Australian visas wait in limbo a year after the fall of Kabul,2022-08-14T17:30:17Z,0.0,neutral,"fearful afghans, australian visas, limbo year"
Novak Djokovic visa cancelled: why is the tennis star being kicked out of Australia? ,2022-01-07T01:09:30Z,-0.25,negative,"novak djokovic visa, tennis star"
Beijing criticises UK for creating ‘second-class citizens’ with Hong Kong visa scheme,2021-12-16T04:34:58Z,-0.0258,negative,"criticises uk, class citizens, hong kong visa scheme"
‘I’m beyond devastated’: Sydney woman on bridging visa denied exemption to travel to UK funeral,2022-01-23T16:30:27Z,-0.6597,negative,"sydney woman, uk funeral"
Australia to let in vaccinated visa holders but tourists have to wait,2021-11-22T04:15:20Z,0.0,neutral,visa holders
"‘Stuck in limbo-land’: restrictions keep bridging visa holders trapped in, and out, of Australia",2022-01-20T16:30:06Z,-0.5267,negative,"limbo land restrictions, visa holders"
"Nearly 1,400 Afghans granted emergency visas never made it to Australia",2022-04-05T09:21:47Z,-0.1531,negative,emergency visas
Australia is reopening but thousands of humanitarian visa holders remain stranded overseas,2021-11-17T03:41:38Z,0.0,neutral,humanitarian visa holders
"Australia has become a ‘guest worker state’ exploiting temporary visa holders, report reveals",2021-12-01T16:30:02Z,-0.4404,negative,"guest worker state, temporary visa holders"
Harvest looms but doubts remain about Australia’s promised agricultural visa,2021-09-22T17:30:27Z,0.0387,negative,"harvest looms, agricultural visa"
‘Not without my partner’: refugees forced to choose between family in Australia and chance of US visa,2022-02-03T16:30:00Z,-0.25,negative,partner refugees
Australia offers visa fee refund to lure international workers and students as Morrison defends handling of pandemic,2022-01-19T07:35:45Z,0.0,neutral,"visa fee refund, international workers"
"Trapped in travel limbo for years, visa holders consider giving up Australia to see family",2021-12-01T23:08:50Z,-0.25,negative,"travel limbo, years visa holders"
"Morning mail: visa holders’ travel limbo, Jenkins review action urged, ",2021-12-01T19:48:32Z,0.0,neutral,visa holders travel limbo jenkins review action
"Migration to Australia set to rebound to pre-pandemic levels, report finds",2023-01-02T14:00:18Z,0.0,neutral,pre pandemic levels
New Zealand stops taking visa applications from Afghans who assisted troops,2021-08-26T02:01:37Z,-0.1531,negative,"new zealand stops, visa applications"
Novak Djokovic’s mother claims tennis star subjected to ‘torture’ after he wins visa court battle – as it happened,2022-01-10T15:03:48Z,0.2732,negative,"novak djokovic mother claims tennis star, visa court battle"
"Visas for international graduates could help solve worker shortage, think tank says",2022-03-21T16:30:30Z,0.3612,negative,"international graduates, worker shortage"
As Australia’s economy recovers what must not return is the wage theft and abuse of short-term visa holders | Greg Jericho,2022-01-19T16:30:11Z,-0.6369,negative,"australia economy recovers, wage theft, short term visa holders greg jericho"
NSW bans singing and dancing in venues and suspends elective surgery; Coalition defends Djokovic visa decision – As it happened,2022-01-07T07:37:16Z,0.0,neutral,"suspends elective surgery coalition, djokovic visa decision"
Australian Christian Lobby criticises Scott Morrison for saying Ukrainians at ‘top of pile’ for visas,2022-03-02T16:30:44Z,-0.296,negative,australian christian lobby criticises scott morrison
Senate blocks visa cancellation bill as Labor accuses Coalition of backing out of bipartisan deal,2021-10-20T02:41:51Z,-0.4939,negative,"senate blocks visa cancellation bill, labor accuses coalition"
Australians found to overwhelmingly support path to permanent residency for migrants on temporary visas,2022-02-01T16:30:02Z,0.296,neutral,"support path, permanent residency, temporary visas"
"Australia should grant temporary visas for all jobs earning over $70,000, report says",2022-03-15T16:30:07Z,0.3612,neutral,temporary visas
Judge orders New Zealand man who had visa revoked by Peter Dutton to be freed from detention,2021-11-19T08:11:30Z,0.0516,negative,"judge orders, new zealand man, peter dutton"
"Australia fast-tracked visas for Afghan army officers after warning of negative publicity, documents show",2022-03-28T22:30:06Z,-0.7269,negative,"afghan army officers, negative publicity documents"
"Peter Dutton’s migration cuts would cost budget $34bn over coming decades, thinktank calculates",2024-05-20T07:06:22Z,-0.296,negative,"peter dutton migration cuts, budget 34bn, decades thinktank calculates"
Afternoon Update: Taylor and Dutton at odds on migration; ‘Diddy’ faces new lawsuit; and Kiwi fined for trying to ‘body slam’ an orca,2024-05-22T07:02:17Z,-0.2263,negative,"afternoon update taylor, migration diddy, new lawsuit, body slam"
O’Neil says migration system ‘broken’ – as it happened,2023-02-22T07:10:48Z,0.0,neutral,"o neil, migration system"
Albanese to welcome Chris Hipkins amid migration overhaul – as it happened,2023-04-22T06:23:35Z,0.4588,neutral,"chris hipkins, migration overhaul"
Guardian Essential poll: majority of Australians support rent freezes and migration cap amid housing crisis,2023-05-29T15:00:04Z,-0.3612,negative,"essential poll majority, australians support rent, migration cap"
"Morning Mail: migration system is ‘broken’, Donald Trump accused of rape, Sydney’s ‘latte line’ deepens",2023-04-26T21:01:41Z,-0.7845,negative,"migration system, donald trump, rape sydney latte line deepens"
Budget reply speech 2023: Peter Dutton withholds support for jobseeker boost and doubles down on migration attacks,2023-05-11T10:31:01Z,0.3612,negative,"budget reply speech, peter dutton withholds support, jobseeker boost, migration attacks"
Unusual sightings of ‘devil bird’ across Melbourne raise migration mysteries for researchers,2023-01-25T14:00:23Z,0.0,neutral,"unusual sightings, devil bird, migration mysteries"
"Increased migration must come with planning and expanded services, councils say",2022-09-02T07:46:00Z,0.2732,neutral,services councils
Daniel Andrews backs federal plan to boost migration – as it happened,2022-08-14T07:56:26Z,0.3612,neutral,"daniel andrews backs, federal plan"
Labor vows to prioritise Australian jobs as it eyes migration boost ,2022-08-14T08:17:29Z,0.4019,neutral,"labor vows, prioritise australian jobs, eyes migration boost"
"Business lobby calls to open temporary skilled migration to all jobs earning more than $90,000",2022-08-26T20:00:02Z,0.0258,neutral,"business lobby calls, temporary skilled migration"
"Refugee children handed anti-‘illegal migration’ playing cards, Australian charity says",2022-05-25T17:30:43Z,0.5574,positive,"refugee children, illegal migration, cards australian charity"
Understaffed sectors join NSW and Victorian premiers in calling for improved skill migration,2022-06-02T17:30:06Z,0.6486,positive,"victorian premiers, skill migration"
New clues shed light on ‘pivotal’ moment in the great Pacific migration,2022-04-22T20:00:34Z,0.6249,positive,"new clues, pivotal moment, great pacific migration"
Former federal Labor MP Craig Thomson charged over alleged migration fraud,2021-11-17T02:59:26Z,-0.6808,negative,"federal labor mp craig thomson, migration fraud"
Former Labor MP Craig Thomson granted bail after being charged over alleged migration fraud,2021-11-18T06:14:58Z,-0.5574,negative,"labor mp craig thomson, migration fraud"
Cathedral bells ring out as New Zealand welcomes godwits after longest migration,2021-09-22T20:00:28Z,0.4019,neutral,"cathedral bells ring, new zealand welcomes godwits, longest migration"
Migration firm investigated over ads promising Vanuatu passports,2021-02-03T19:00:13Z,0.4019,neutral,"migration firm, promising vanuatu passports"
"Prioritise skilled migrants over some returning Australians, migration committee advises",2021-03-18T07:04:12Z,0.0,neutral,"skilled migrants, australians migration committee advises"
Orange-bellied parrots leave Tasmania in biggest ever numbers for annual migration,2021-04-22T07:57:08Z,-0.0516,negative,annual migration
Three members of Biloela family granted temporary bridging visas,2021-06-23T06:44:35Z,0.25,neutral,biloela family
Labor accuses Coalition of playing politics with ‘women and children’s lives’ in pushing visa cancellation bill,2021-10-14T16:30:07Z,-0.1531,negative,"labor accuses coalition, visa cancellation bill"
